chembl_compound_id,canonical_smiles,np_likeness (NP-Scout),macrocyclic_label
CHEMBL2375695,CC(=O)OC[C@]1(C)[C@H](CC[C@@]2(C)[C@H]1C[C@H](OC(=O)C)[C@@]3(C)OC4=C([C@H](O)[C@H]23)C(=O)OC(=C4)c5cccnc5)OC(=O)c6ccccc6,1,
CHEMBL2334537,CC(=O)OC[C@]1(C)[C@H](CC[C@@]2(C)[C@H]1C[C@H](OC(=O)c3cc4ccccc4s3)[C@@]5(C)OC6=C([C@H](O)[C@H]25)C(=O)OC(=C6)c7cccnc7)OC(=O)C,0.77,
CHEMBL2334221,CC(=O)OC[C@]1(C)[C@H](CC[C@@]2(C)[C@H]1C[C@H](OC(=O)c3ccc(cc3)c4ccccc4)[C@@]5(C)OC6=C([C@H](O)[C@H]25)C(=O)OC(=C6)c7cccnc7)OC(=O)C,1,
CHEMBL2334212,CC(=O)OC[C@]1(C)[C@H](CC[C@@]2(C)[C@H]1C[C@H](OC(=O)c3ccc(Br)c(F)c3)[C@@]4(C)OC5=C([C@H](O)[C@H]24)C(=O)OC(=C5)c6cccnc6)OC(=O)C,0.37,
CHEMBL2333811,CC(=O)OC[C@]1(C)[C@H](CC[C@@]2(C)[C@H]1C[C@H](OC(=O)c3ccc(Br)cc3)[C@@]4(C)OC5=C([C@H](O)[C@H]24)C(=O)OC(=C5)c6cccnc6)OC(=O)C,0.52,
CHEMBL2334216,CC(=O)OC[C@]1(C)[C@H](CC[C@@]2(C)[C@H]1C[C@H](OC(=O)c3ccc(Br)cc3F)[C@@]4(C)OC5=C([C@H](O)[C@H]24)C(=O)OC(=C5)c6cccnc6)OC(=O)C,0.37,
CHEMBL2334217,CC(=O)OC[C@]1(C)[C@H](CC[C@@]2(C)[C@H]1C[C@H](OC(=O)c3ccc(C#N)c(F)c3)[C@@]4(C)OC5=C([C@H](O)[C@H]24)C(=O)OC(=C5)c6cccnc6)OC(=O)C,0.39,
CHEMBL2334539,CC(=O)OC[C@]1(C)[C@H](CC[C@@]2(C)[C@H]1C[C@H](OC(=O)c3ccc(cc3)C#N)[C@@]4(C)OC5=C([C@H](O)[C@H]24)C(=O)OC(=C5)c6cccnc6)OC(=O)C,0.81,
CHEMBL2334215,CC(=O)OC[C@]1(C)[C@H](CC[C@@]2(C)[C@H]1C[C@H](OC(=O)c3ccc(C)c(F)c3)[C@@]4(C)OC5=C([C@H](O)[C@H]24)C(=O)OC(=C5)c6cccnc6)OC(=O)C,0.4,
CHEMBL2334222,CC(=O)OC[C@]1(C)[C@H](CC[C@@]2(C)[C@H]1C[C@H](OC(=O)c3ccc(C)cc3)[C@@]4(C)OC5=C([C@H](O)[C@H]24)C(=O)OC(=C5)c6cccnc6)OC(=O)C,1,
CHEMBL2334541,CC(=O)OC[C@]1(C)[C@H](CC[C@@]2(C)[C@H]1C[C@H](OC(=O)c3ccc(Cl)cc3)[C@@]4(C)OC5=C([C@H](O)[C@H]24)C(=O)OC(=C5)c6cccnc6)OC(=O)C,0.54,
CHEMBL2334219,CC(=O)OC[C@]1(C)[C@H](CC[C@@]2(C)[C@H]1C[C@H](OC(=O)c3ccc(Cl)cc3I)[C@@]4(C)OC5=C([C@H](O)[C@H]24)C(=O)OC(=C5)c6cccnc6)OC(=O)C,0.52,
CHEMBL2334218,CC(=O)OC[C@]1(C)[C@H](CC[C@@]2(C)[C@H]1C[C@H](OC(=O)c3ccc(F)c(F)c3F)[C@@]4(C)OC5=C([C@H](O)[C@H]24)C(=O)OC(=C5)c6cccnc6)OC(=O)C,0.4,
CHEMBL2333810,CC(=O)OC[C@]1(C)[C@H](CC[C@@]2(C)[C@H]1C[C@H](OC(=O)c3ccc(F)cc3)[C@@]4(C)OC5=C([C@H](O)[C@H]24)C(=O)OC(=C5)c6cccnc6)OC(=O)C,0.4,
CHEMBL2333813,CC(=O)OC[C@]1(C)[C@H](CC[C@@]2(C)[C@H]1C[C@H](OC(=O)c3ccc(I)cc3)[C@@]4(C)OC5=C([C@H](O)[C@H]24)C(=O)OC(=C5)c6cccnc6)OC(=O)C,0.55,
CHEMBL2334208,CC(=O)OC[C@]1(C)[C@H](CC[C@@]2(C)[C@H]1C[C@H](OC(=O)c3ccc(N)cc3)[C@@]4(C)OC5=C([C@H](O)[C@H]24)C(=O)OC(=C5)c6cccnc6)OC(=O)C,0.95,
CHEMBL2334199,CC(=O)OC[C@]1(C)[C@H](CC[C@@]2(C)[C@H]1C[C@H](OC(=O)c3ccc(cc3)N=[N+]=[N-])[C@@]4(C)OC5=C([C@H](O)[C@H]24)C(=O)OC(=C5)c6cccnc6)OC(=O)C,0.53,
CHEMBL2334211,CC(=O)OC[C@]1(C)[C@H](CC[C@@]2(C)[C@H]1C[C@H](OC(=O)c3ccc(O)cc3)[C@@]4(C)OC5=C([C@H](O)[C@H]24)C(=O)OC(=C5)c6cccnc6)OC(=O)C,0.99,
CHEMBL2334213,CC(=O)OC[C@]1(C)[C@H](CC[C@@]2(C)[C@H]1C[C@H](OC(=O)c3ccc(c(F)c3)[N+](=O)[O-])[C@@]4(C)OC5=C([C@H](O)[C@H]24)C(=O)OC(=C5)c6cccnc6)OC(=O)C,0.34,
CHEMBL2334194,CC(=O)OC[C@]1(C)[C@H](CC[C@@]2(C)[C@H]1C[C@H](OC(=O)c3ccc(cc3)[N+](=O)[O-])[C@@]4(C)OC5=C([C@H](O)[C@H]24)C(=O)OC(=C5)c6cccnc6)OC(=O)C,0.49,
CHEMBL2334224,CC(=O)OC[C@]1(C)[C@H](CC[C@@]2(C)[C@H]1C[C@H](OC(=O)c3ccc4OC(F)(F)Oc4c3)[C@@]5(C)OC6=C([C@H](O)[C@H]25)C(=O)OC(=C6)c7cccnc7)OC(=O)C,0.44,
CHEMBL2334223,CC(=O)OC[C@]1(C)[C@H](CC[C@@]2(C)[C@H]1C[C@H](OC(=O)c3ccc4ccccc4c3)[C@@]5(C)OC6=C([C@H](O)[C@H]25)C(=O)OC(=C6)c7cccnc7)OC(=O)C,1,
CHEMBL2333809,CC(=O)OC[C@]1(C)[C@H](CC[C@@]2(C)[C@H]1C[C@H](OC(=O)c3cccc(Br)c3)[C@@]4(C)OC5=C([C@H](O)[C@H]24)C(=O)OC(=C5)c6cccnc6)OC(=O)C,0.52,
CHEMBL2334202,CC(=O)OC[C@]1(C)[C@H](CC[C@@]2(C)[C@H]1C[C@H](OC(=O)c3cccc(c3)C#N)[C@@]4(C)OC5=C([C@H](O)[C@H]24)C(=O)OC(=C5)c6cccnc6)OC(=O)C,0.81,
CHEMBL2334196,CC(=O)OC[C@]1(C)[C@H](CC[C@@]2(C)[C@H]1C[C@H](OC(=O)c3cccc(C)c3)[C@@]4(C)OC5=C([C@H](O)[C@H]24)C(=O)OC(=C5)c6cccnc6)OC(=O)C,1,
CHEMBL2334200,CC(=O)OC[C@]1(C)[C@H](CC[C@@]2(C)[C@H]1C[C@H](OC(=O)c3cccc(Cl)c3)[C@@]4(C)OC5=C([C@H](O)[C@H]24)C(=O)OC(=C5)c6cccnc6)OC(=O)C,0.54,
CHEMBL2334540,CC(=O)OC[C@]1(C)[C@H](CC[C@@]2(C)[C@H]1C[C@H](OC(=O)c3cccc(F)c3)[C@@]4(C)OC5=C([C@H](O)[C@H]24)C(=O)OC(=C5)c6cccnc6)OC(=O)C,0.4,
CHEMBL2334197,CC(=O)OC[C@]1(C)[C@H](CC[C@@]2(C)[C@H]1C[C@H](OC(=O)c3cccc(I)c3)[C@@]4(C)OC5=C([C@H](O)[C@H]24)C(=O)OC(=C5)c6cccnc6)OC(=O)C,0.55,
CHEMBL2334536,CC(=O)OC[C@]1(C)[C@H](CC[C@@]2(C)[C@H]1C[C@H](OC(=O)c3cccc4ccccc34)[C@@]5(C)OC6=C([C@H](O)[C@H]25)C(=O)OC(=C6)c7cccnc7)OC(=O)C,1,
CHEMBL2334220,CC(=O)OC[C@]1(C)[C@H](CC[C@@]2(C)[C@H]1C[C@H](OC(=O)c3ccccc3)[C@@]4(C)OC5=C([C@H](O)[C@H]24)C(=O)OC(=C5)c6cccnc6)OC(=O)C,1,
CHEMBL2334210,CC(=O)OC[C@]1(C)[C@H](CC[C@@]2(C)[C@H]1C[C@H](OC(=O)c3ccccc3C#N)[C@@]4(C)OC5=C([C@H](O)[C@H]24)C(=O)OC(=C5)c6cccnc6)OC(=O)C,0.81,
CHEMBL2334203,CC(=O)OC[C@]1(C)[C@H](CC[C@@]2(C)[C@H]1C[C@H](OC(=O)c3ccccc3C)[C@@]4(C)OC5=C([C@H](O)[C@H]24)C(=O)OC(=C5)c6cccnc6)OC(=O)C,1,
CHEMBL2334207,CC(=O)OC[C@]1(C)[C@H](CC[C@@]2(C)[C@H]1C[C@H](OC(=O)c3ccccc3Cl)[C@@]4(C)OC5=C([C@H](O)[C@H]24)C(=O)OC(=C5)c6cccnc6)OC(=O)C,0.54,
CHEMBL2334206,CC(=O)OC[C@]1(C)[C@H](CC[C@@]2(C)[C@H]1C[C@H](OC(=O)c3ccccc3F)[C@@]4(C)OC5=C([C@H](O)[C@H]24)C(=O)OC(=C5)c6cccnc6)OC(=O)C,0.4,
CHEMBL2334198,CC(=O)OC[C@]1(C)[C@H](CC[C@@]2(C)[C@H]1C[C@H](OC(=O)c3ccccc3I)[C@@]4(C)OC5=C([C@H](O)[C@H]24)C(=O)OC(=C5)c6cccnc6)OC(=O)C,0.55,
CHEMBL1829520,CC(=O)OC[C@]12[C@H](C[C@@H]3[C@@H](OC(=O)c4ccccc4)[C@]1(OC3(C)C)[C@@](C)(O)C[C@H](OC(=O)C)[C@@H]2OC(=O)C)OC(=O)c5ccccc5,1,
CHEMBL1829396,CC(=O)OC[C@]12[C@H](C[C@@H]3[C@@H](OC(=O)c4ccccc4)[C@]1(OC3(C)C)[C@@](C)(O)C[C@H](OC(=O)c5ccccc5)[C@@H]2OC(=O)C)OC(=O)c6cocc6,1,
CHEMBL1829397,CC(=O)OC[C@]12[C@H](C[C@@H]3[C@@H](OC(=O)c4ccccc4)[C@]1(OC3(C)C)[C@@](C)(O)C[C@H](OC(=O)C)[C@@H]2OC(=O)C)OC(=O)c5cocc5,1,
CHEMBL1829521,CC(=O)OC[C@]12[C@H](C[C@@H]3[C@@H](OC(=O)c4cocc4)[C@]1(OC3(C)C)[C@@](C)(O)C[C@H](OC(=O)C)[C@@H]2OC(=O)C)OC(=O)c5cocc5,1,
CHEMBL3577214,CC(=O)OC[C@@]12[C@@H](OC(=O)C)[C@H](C[C@](C)(O)[C@]13OC(C)(C)[C@H]([C@H](OC(=O)C)[C@@H]2OC(=O)c4ccccc4)[C@H]3OC(=O)c5ccccc5)OC(=O)C,1,
CHEMBL449122,CC(=CC(=O)C[C@@H]1[C@@H]2[C@H](C[C@]3(COC(=O)C)C4=CC[C@@H]5[C@](C)(CC[C@@H](OC(=O)C)[C@@]5(C)C(=O)O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O)[C@H]4C[C@H](O)[C@@]23C)OC1=O)C,1,
CHEMBL1357085,CC(=O)OC[C@@H]1O[C@H](CCO\N=C(/C)\CCC(=O)OC[C@@H]2O[C@@H](C=C[C@@H]2Oc3ccc(C)cc3)C#Cc4ccccc4)C=C[C@@H]1OC(=O)C,0.37,
CHEMBL1512307,CC(=O)OC[C@@H]1O[C@H](CCO\N=C(/C)\CCN2CCc3nc(c4ccccc4)c(cc3C2)c5ccccc5)C=C[C@@H]1OC(=O)C,0.41,
CHEMBL2337521,CC(=O)OC[C@H]1O[C@@H](OC(=O)C)[C@H](OC(=O)C)[C@@H](OC(=O)C)[C@@H]1CO[C@H]2O[C@H](COS(=O)(=O)N)[C@@H](OC(=O)C)[C@H](OC(=O)C)[C@H]2OC(=O)C,0.43,
CHEMBL1688311,CC(=O)OC[C@H]1O[C@@H](OC(=O)C)[C@H](OC(=O)C)[C@@H](OC(=O)C)[C@@H]1O[C@H]2O[C@H](COS(=O)(=O)N)[C@@H](OC(=O)C)[C@H](OC(=O)C)[C@H]2OC(=O)C,0.44,
CHEMBL573460,CC(=O)OC[C@H]1O[C@H](O[C@@H]2[C@@H](COC(=O)C)O[C@H]([C@H](OC(=O)C)[C@H]2OC(=O)C)S(=O)(=O)N)[C@H](OC(=O)C)[C@@H](OC(=O)C)[C@@H]1OC(=O)C,0.14,
CHEMBL573459,CC(=O)OC[C@H]1O[C@@H](O[C@@H]2[C@@H](COC(=O)C)O[C@H]([C@H](OC(=O)C)[C@H]2OC(=O)C)S(=O)(=O)N)[C@H](OC(=O)C)[C@@H](OC(=O)C)[C@H]1OC(=O)C,0.14,
CHEMBL451574,C[C@@H](C[C@@H](O)[C@H](O)C(C)(C)O)[C@@H]1CC[C@]23C[C@]12CC[C@@H]4[C@@]5(C)CC[C@@H](OC(=O)C)C(C)(C)[C@@H]5C[C@@H](O[C@@H]6O[C@H](COC(=O)C)[C@@H](O)[C@H](O)[C@H]6O)[C@@]34C,1,
CHEMBL1495634,CC(=O)OC[C@H]1O[C@@H](O\N=C(/C)\CCC(=O)OC[C@@H]2O[C@@H](C=C[C@@H]2Oc3ccc(C)cc3)C#Cc4ccccc4)[C@H](OC(=O)C)[C@@H](OC(=O)C)[C@H]1OC(=O)C,0.27,
CHEMBL1487126,CC(=O)OC[C@H]1O[C@@H](O\N=C(/C)\CCN2CCc3nc(c4ccccc4)c(cc3C2)c5ccccc5)[C@H](OC(=O)C)[C@@H](OC(=O)C)[C@H]1OC(=O)C,0.31,
CHEMBL1358115,CC(=O)OC[C@H]1O[C@@H](O\N=C\2/[C@@H]3CCN4N([C@H]3[C@H](O)[C@H]5O[C@H]25)C(=O)N(C4=O)c6ccccc6)[C@H](OC(=O)C)[C@@H](OC(=O)C)[C@@H]1OC(=O)C,0.2,
CHEMBL1394199,CC(=O)OC[C@@H]1O[C@@H](O\N=C/2\C[C@@H](O)[C@@H](O)[C@H]3[C@H]2CC[C@H]4[C@H]3C(=O)N(C4=O)C(C)(C)C)[C@H](OC(=O)C)[C@H](OC(=O)C)[C@@H]1OC(=O)C,0.84,
CHEMBL1553325,CC(=O)OC[C@@H]1O[C@@H](O\N=C/2\C[C@@H](O)[C@@H](O)[C@H]3[C@H]2CC[C@H]4[C@H]3C(=O)N(C5CCCCC5)C4=O)[C@H](OC(=O)C)[C@H](OC(=O)C)[C@@H]1OC(=O)C,0.75,
CHEMBL1395504,CC(=O)OC[C@@H]1O[C@@H](O\N=C/2\C[C@@H](O)[C@@H](O)[C@H]3[C@@H]2CC[C@H]4[C@H]3C(=O)N(C5CCCCC5)C4=O)[C@H](OC(=O)C)[C@H](OC(=O)C)[C@@H]1OC(=O)C,0.75,
CHEMBL1592601,CC(=O)OC[C@@H]1O[C@@H](O\N=C/2\C[C@@H](O)[C@@H](O)[C@H]3[C@H]2CC[C@H]4[C@H]3C(=O)N(Cc5ccc6OCOc6c5)C4=O)[C@H](OC(=O)C)[C@H](OC(=O)C)[C@@H]1OC(=O)C,0.65,
CHEMBL1323684,CC(=O)OC[C@@H]1O[C@@H](O\N=C/2\C[C@@H](O)[C@@H](O)[C@H]3[C@@H]2CC[C@H]4[C@H]3C(=O)N(Cc5ccc6OCOc6c5)C4=O)[C@H](OC(=O)C)[C@H](OC(=O)C)[C@@H]1OC(=O)C,0.65,
CHEMBL1514572,CC(=O)OC[C@@H]1O[C@@H](O\N=C/2\C[C@@H](O)[C@@H](O)[C@H]3[C@@H]2CC[C@H]4[C@H]3C(=O)N(Cc5ccccc5)C4=O)[C@H](OC(=O)C)[C@H](OC(=O)C)[C@@H]1OC(=O)C,0.67,
CHEMBL1442945,CC(=O)OC[C@@H]1O[C@@H](O\N=C/2\C[C@@H](O)[C@@H](O)[C@H]3[C@H]2CC[C@H]4[C@H]3C(=O)N(Cc5ccccc5)C4=O)[C@H](OC(=O)C)[C@H](OC(=O)C)[C@@H]1OC(=O)C,0.67,
CHEMBL1472933,CC(=O)OC[C@@H]1O[C@@H](O\N=C/2\C[C@@H](O)[C@@H](O)[C@H]3[C@@H]2CC[C@@H]4[C@@H]3C(=O)N(C4=O)c5ccc(F)cc5F)[C@H](OC(=O)C)[C@H](OC(=O)C)[C@@H]1OC(=O)C,0.4,
CHEMBL1516289,CC(=O)OC[C@@H]1O[C@@H](O\N=C/2\C[C@@H](O)[C@@H](O)[C@H]3[C@@H]2CC[C@H]4[C@H]3C(=O)N(C4=O)c5cccc(Oc6ccccc6)c5)[C@H](OC(=O)C)[C@H](OC(=O)C)[C@@H]1OC(=O)C,0.62,
CHEMBL28532,CC(=O)OCCCCN(C(=O)c1ccccc1)c2ccc3N=CN(Cc4ccc(cc4)c5ccccc5c6nnnn6C)C(=O)c3c2,0,
CHEMBL388875,CC(=O)OCCN(CCOC(=O)C)c1nc(N2CCCCC2)c3nc(nc(N4CCCCC4)c3n1)N(CCOC(=O)C)CCOC(=O)C,0.07,
CHEMBL3314375,CC(=O)OC1Oc2c(O1)c(c(OC(=O)C)c(OC(=O)C)c2c3ccc(O[Si](C)(C)C(C)(C)C)cc3)c4ccc(O[Si](C)(C)C(C)(C)C)cc4,0.72,
CHEMBL63403,CC(=O)Oc1cc(OC(=O)C)cc(c1)C(=O)N[C@@H]2[C@H](O)[C@@H](CO)O[C@H]2n3cnc4c(NCc5cccc6ccccc56)ncnc34,0.91,
CHEMBL3947548,CC(=O)Oc1ccc(cc1OC(=O)C)C(=O)NCC(CNC(=O)c2ccc(OC(=O)C)c(OC(=O)C)c2)OC(=O)[C@@H]3CC[C@@H]4CN3C(=O)N4S(=O)(=O)O,0.58,
CHEMBL3747316,CC(=O)Oc1ccc(\C=C\C(=O)NCCCSc2nc(c3ccc(cc3)S(=O)(=O)C)n(n2)c4ccc(Br)cc4)cc1OC(=O)C,0.02,
CHEMBL3746663,CC(=O)Oc1ccc(\C=C\C(=O)NCCCSc2nc(c3ccc(cc3)S(=O)(=O)C)n(n2)c4ccc(F)cc4)cc1OC(=O)C,0.01,
CHEMBL29369,CC(=O)Oc1ccc(\C=C\C(=O)O[C@H]([C@@H](OC(=O)\C=C\c2ccc(OC(=O)C)c(OC(=O)C)c2)C(=O)O)C(=O)O)cc1OC(=O)C,0.91,
CHEMBL3746986,CC(=O)Oc1ccc(\C=C\C(=O)OCCCSc2nc(c3ccc(cc3)S(=O)(=O)C)n(n2)c4ccc(Br)cc4)cc1OC(=O)C,0,
CHEMBL3747755,CC(=O)Oc1ccc(\C=C\C(=O)OCCCSc2nc(c3ccc(cc3)S(=O)(=O)N)n(n2)c4ccc(F)cc4)cc1OC(=O)C,0,
CHEMBL3613037,CC(=O)Oc1ccc(\C=C\C(=O)OCCCn2cc(CCOC(=O)\C=C\c3ccc(OC(=O)C)c(OC(=O)C)c3)nn2)cc1OC(=O)C,0,
CHEMBL3746529,CC(=O)Oc1ccc(\C=C\C(=O)OCCSc2nc(c3ccc(cc3)S(=O)(=O)C)n(n2)c4ccc(cc4)C(F)(F)F)cc1OC(=O)C,0,
CHEMBL506838,CC(=O)Oc1ccc2CC[C@H]3[C@](C)(CCC[C@]3(C)c2c1)C(=O)OC(=O)[C@@]4(C)CCC[C@@]5(C)[C@H]4CCc6ccc(OC(=O)C)cc56,0.7,
CHEMBL4080027,CC(C)CC(c1c(O)c(C\C=C(\C)/CCC=C(C)C)c(O)c(C(=O)C)c1O)c2c(O)c(C\C=C(/C)\CCC=C(C)C)c(O)c(C(=O)C)c2O,1,
CHEMBL34661,CC(=O)c1cc(CN2[C@H](Cc3ccc4OCCOc4c3)[C@H](O)[C@@H](O)[C@@H](Cc5ccc6OCCOc6c5)N(Cc7ccc(F)c(c7)C(=O)C)C2=O)ccc1F,0.14,
CHEMBL34019,CC(=O)c1cc(CN2[C@H](Cc3ccc4OCOc4c3)[C@H](O)[C@@H](O)[C@@H](Cc5ccc6OCOc6c5)N(Cc7ccc(F)c(c7)C(=O)C)C2=O)ccc1F,0.24,
CHEMBL3663889,CN(C)CCNC(=O)c1ccc(cc1)c2cccc3[C@@H](N(CCc23)C(=O)\C=C\c4c(F)c(Cl)ccc4C(=O)C)C(=O)Nc5ccc(cc5)C(=O)O,0.15,
CHEMBL3663903,CC(=O)c1ccc(Cl)c(F)c1\C=C\C(=O)N2CCc3c(cccc3c4ccc(cc4)C(=O)N)[C@@H]2C(=O)Nc5ccc(cc5)C(=O)O,0.07,
CHEMBL388688,CC(=O)c1ccc(cc1)N2C[C@H](OC2=O)C(=O)N[C@@H](Cc3ccccc3)[C@@H](O)C[C@H](Cc4ccccc4)NC(=O)COc5c(C)cccc5C,0.27,
CHEMBL1276071,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@@H]2CN(C(=O)O2)c3ccc(cc3)C(=O)C)S(=O)(=O)c4ccc(CO)cc4,0.17,
CHEMBL385789,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@@H]2CN(C(=O)O2)c3ccc(cc3)C(=O)C)S(=O)(=O)c4ccc5OCOc5c4,0.14,
CHEMBL1276070,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@@H]2CN(C(=O)O2)c3ccc(cc3)C(=O)C)S(=O)(=O)c4ccc5ncsc5c4,0.2,
CHEMBL269291,CC(=O)c1ccc(cc1)N2C[C@H](OC2=O)C(=O)N[C@@H](Cc3ccccc3)[C@H](O)CN(Cc4cccs4)S(=O)(=O)c5cc(F)c(F)cc5F,0.02,
CHEMBL282808,CN([C@@H](Cc1ccc(OS(=O)(=O)c2cccc3cnccc23)cc1)C(=O)N4CCN(CC4)c5ccc(cc5)C(=O)C)S(=O)(=O)c6cccc7cnccc67,0.07,
CHEMBL1626934,[Cl-].[Cl-].C[C@@H](O)[C@@H]1[C@H]2[C@@H](C)C(=C(N2C1=O)C(=O)O)c3ccc4C(=O)c5cc(C[N+]67CC[N+](CC(=O)Nc8ccc(cc8)C(=O)C)(CC6)CC7)ccc5c4c3,0.47,
CHEMBL291192,CC(=O)C1=CC=C2N([C@H](COC(=O)CCC(=O)NCCCOc3cccc(CN4CCCCC4)c3)Cc5c2[nH]c6ccccc56)C1=O,0.19,
CHEMBL34089,CC(=O)c1cccc(CN2[C@H](Cc3ccc4OCCc4c3)[C@H](O)[C@@H](O)[C@@H](Cc5ccc6OCCc6c5)N(Cc7cccc(c7)C(=O)C)C2=O)c1,0.29,
CHEMBL284097,CN1CCOc2ccc(C[C@@H]3[C@H](O)[C@@H](O)[C@@H](Cc4ccc5OCCN(C)c5c4)N(Cc6cccc(c6)C(=O)C)C(=O)N3Cc7cccc(c7)C(=O)C)cc12,0.37,
CHEMBL32889,CC(=O)c1cccc(CN2[C@H](Cc3ccc4OCCOc4c3)[C@H](O)[C@@H](O)[C@@H](Cc5ccc6OCCOc6c5)N(Cc7cccc(c7)C(=O)C)C2=O)c1,0.33,
CHEMBL34544,CC(=O)c1cccc(CN2[C@H](Cc3ccc4OCOc4c3)[C@H](O)[C@@H](O)[C@@H](Cc5ccc6OCOc6c5)N(Cc7cccc(c7)C(=O)C)C2=O)c1,0.46,
CHEMBL3350099,CC(=O)c1cccc(CN2[C@@H](COc3ccccc3)[C@@H](O)[C@H](O)[C@H](COc4ccccc4)N(Cc5cccc(c5)C(=O)C)S2(=O)=O)c1,0.22,
CHEMBL243054,CC(=O)c1cccc(c1)N2C[C@H](OC2=O)C(=O)N[C@@H](Cc3ccccc3)[C@@H](O)C[C@H](Cc4ccccc4)NC(=O)COc5c(C)cccc5C,0.27,
CHEMBL1276084,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@@H]2CN(C(=O)O2)c3cccc(c3)C(=O)C)S(=O)(=O)c4ccc(CO)cc4,0.17,
CHEMBL220079,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@@H]2CN(C(=O)O2)c3cccc(c3)C(=O)C)S(=O)(=O)c4ccc(OC(F)(F)F)cc4,0.14,
CHEMBL220078,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@@H]2CN(C(=O)O2)c3cccc(c3)C(=O)C)S(=O)(=O)c4ccc5OCOc5c4,0.14,
CHEMBL1276083,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@@H]2CN(C(=O)O2)c3cccc(c3)C(=O)C)S(=O)(=O)c4ccc5ncsc5c4,0.2,
CHEMBL1626937,[Cl-].[Cl-].C[C@@H](O)[C@@H]1[C@H]2[C@@H](C)C(=C(N2C1=O)C(=O)O)c3ccc4C(=O)c5cc(C[N+]67CC[N+](CC(=O)Nc8cccc(c8)C(=O)C)(CC6)CC7)ccc5c4c3,0.47,
CHEMBL3144340,CN(Cc1ccccc1)C(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](Cc3cn(C(=O)C)c4ccccc34)NC(=O)C[C@@H]5NC(=O)[C@@H]6C7CCC(CC7)N6C5=O,0.41,
CHEMBL3770682,C[C@H](C(=O)NCc1ccc(nc1N(Cc2ccccc2)S(=O)(=O)c3ccccc3)C(F)(F)F)c4ccc(NS(=O)(=O)C)c(F)c4,0,
CHEMBL284073,[Na+].[Na+].[Na+].C[C@H]([C@@H](C\C=C\c1oc2ccccc2n1)c3ccc4OCOc4c3)N(Cc5ccc6ccccc6c5)C(=O)[C@H]7OC(O[C@H]7C(=O)[O-])(C(=O)[O-])C(=O)[O-],0.44,
CHEMBL285263,[Na+].[Na+].[Na+].C[C@@H]([C@H](C\C=C\c1oc2ccccc2n1)c3ccc4OCOc4c3)N(Cc5ccc6ccccc6c5)C(=O)[C@@H]7OC(O[C@H]7C(=O)[O-])(C(=O)[O-])C(=O)[O-],0.44,
CHEMBL36515,[Na+].[Na+].[Na+].C[C@@H]([C@H](C\C=C\c1oc2ccccc2n1)c3ccc4OCOc4c3)N(Cc5ccc6ccccc6c5)C(=O)[C@H]7OC(O[C@@H]7C(=O)[O-])(C(=O)[O-])C(=O)[O-],0.44,
CHEMBL285434,[Na+].[Na+].[Na+].C[C@@H]([C@H](C\C=C\c1oc2ccccc2n1)c3ccc4OCOc4c3)N(Cc5ccc6ccccc6c5)C(=O)[C@@H]7OC(O[C@@H]7C(=O)[O-])(C(=O)[O-])C(=O)[O-],0.44,
CHEMBL36339,[Na+].[Na+].[Na+].C[C@H]([C@@H](C\C=C\c1oc2ccccc2n1)c3ccc4OCOc4c3)N(Cc5ccc6ccccc6c5)C(=O)[C@@H]7OC(O[C@@H]7C(=O)[O-])(C(=O)[O-])C(=O)[O-],0.44,
CHEMBL36407,[Na+].[Na+].[Na+].C[C@@H]([C@H](C\C=C\c1oc2ccccc2n1)c3ccc4OCOc4c3)N(Cc5ccc6ccccc6c5)C(=O)[C@H]7OC(O[C@H]7C(=O)[O-])(C(=O)[O-])C(=O)[O-],0.44,
CHEMBL2147295,CC(C)(C(=O)O)c1ccc(cc1)c2ccccc2C(=O)Nc3ccc4cc(ccc4n3)C(=O)N[C@H](C(=O)NCc5ccc(F)cc5)c6ccccc6,0.16,
CHEMBL1669461,CC(C)(C)C(=O)N(CCCCN=C1N2CCCCCCC2=Nc3ccccc13)CCCN=C4N5CCCCCCC5=Nc6ccccc46,0.09,
CHEMBL438962,CC(C)(C)C(=O)N(Cc1ccccc1)[C@H]2CCC[C@@H](CN(C(=O)c3ccc(F)cc3)c4cccc(OCCN5CCCC5)c4)C2,0.02,
CHEMBL209301,CC(C)(C)C(=O)N(Cc1ccccc1)[C@@H]2CCC[C@H](CN(C(=O)c3ccc(F)cc3)c4cccc(OCCN5CCCC5)c4)C2,0.02,
CHEMBL3640745,CC(C)(C)C(=O)N1CCN(CC1)c2cccc(c2)c3ccc4nc(c5cccnc5N)n(c6ccc(cc6)C7(N)CCC7)c4n3,0.01,
