chembl_compound_id,canonical_smiles,np_likeness (NP-Scout),macrocyclic_label
CHEMBL3263962,COc1cc2c(Oc3ccc(NS(=O)(=O)c4cccc(c4)c5cnn(C)c5)cc3F)ccnc2cc1OCCCN6CCN(C)CC6,0,
CHEMBL3263961,COc1cc2c(Oc3ccc(NS(=O)(=O)c4cccc(c4)c5cnn(C)c5)cc3F)ccnc2cc1OCCCN6CCOCC6,0.01,
CHEMBL434383,COc1cc2c3cc(C)c4OC(C)(C)C=Cc4c3[nH]c2c(c1O)c5c(O)c(OC)cc6c7cc(C)c8OC(C)(C)C=Cc8c7[nH]c56,0.99,
CHEMBL3417210,COC1=CC=C2C(=CC1=O)[C@H](CCc3cc(OC)c(OC)c(OC)c23)NC(=O)c4ccc(cc4)C(=O)Nc5cc(ccc5N)c6cccs6,0.22,
CHEMBL3417212,COC1=CC=C2C(=CC1=O)[C@H](CCc3cc(OC)c(OC)c(OC)c23)NC(=O)c4cccc(c4)C(=O)Nc5cc(ccc5N)c6cccs6,0.22,
CHEMBL3417214,COC1=CC=C2C(=CC1=O)[C@H](CCc3cc(OC)c(OC)c(OC)c23)NCc4ccc(cc4)C(=O)Nc5cc(ccc5N)c6cccs6,0.19,
CHEMBL3417292,COC1=CC=C2C(=CC1=O)[C@H](CCc3cc(OC)c(OC)c(OC)c23)NCc4cccc(c4)C(=O)Nc5cc(ccc5N)c6cccs6,0.19,
CHEMBL3651843,COc1cc2CN(C3CN(C3)C(=O)[C@@H]4CCCN4C)C(=O)c2cc1Nc5ncc(Cl)c(Nc6ccccc6S(=O)(=O)C(C)C)n5,0.1,
CHEMBL2216904,COc1cc2CCN(C)[C@H](Cc3ccc(O)c(Oc4ccc(C[C@H]5N(C)CCc6cc(OC)c(OC)cc56)cc4)c3)c2cc1O,1,
CHEMBL451734,Cl.COc1cc2CCN(C)[C@@H](Cc3ccc(Oc4cc(C[C@H]5N(C)CCc6cc(OC)c(O)cc56)ccc4OC)cc3)c2cc1O,1,
CHEMBL1224207,COc1cc2c(CCN[C@]23CS[C@@H]4[C@H]5[C@@H]6N(C)[C@@H](Cc7cc(C)c(OC)c(O)c67)[C@H](O)N5[C@H](COC3=O)c8c9OCOc9c(C)c(OC(=O)C)c48)cc1O,0.99,
CHEMBL3683162,COc1cc2CC(=O)N([C@@H](c3ccc(Cl)cc3)c2cc1OC(C)C)c4ccc(cc4)N(C)C[C@@H]5CC[C@H](CC5)N(CC(=O)N)CC(=O)N,0.02,
CHEMBL3683178,COc1cc2CC(=O)N([C@@H](c3ccc(Cl)cc3)c2cc1OC(C)C)c4ccc(cn4)N(C)C[C@@H]5CC[C@H](CC5)N6CN(C(C)C)C(=O)C6,0.03,
CHEMBL3683172,COc1cc2CC(=O)N([C@@H](c3ccc(Cl)cc3)c2cc1OC(C)C)c4ccc(cc4)N(C)C[C@@H]5CC[C@H](CC5)N6CN(C)C(=O)C6,0.03,
CHEMBL3683176,COc1cc2CC(=O)N([C@@H](c3ccc(Cl)cc3)c2cc1OC(C)C)c4ccc(cn4)N(C)C[C@@H]5CC[C@H](CC5)N6CN(C)C(=O)C6,0.03,
CHEMBL3683161,COc1cc2CC(=O)N([C@@H](c3ccc(Cl)cc3)c2cc1OC(C)C)c4ccc(cc4)N(C)C[C@@H]5CC[C@H](CC5)N6CC(=O)NCC6=O,0,
CHEMBL3683163,COc1cc2CC(=O)N([C@@H](c3ccc(Cl)cc3)c2cc1OC(C)C)c4ccc(cc4)N(C)C[C@@H]5CC[C@H](CC5)N6CCCNC(=O)C6,0.01,
CHEMBL3683173,COc1cc2CC(=O)N([C@@H](c3ccc(Cl)cc3)c2cc1OC(C)C)c4ccc(cc4)N(C)C[C@@H]5CC[C@H](CC5)N6CCN(CC6)C(=O)C,0,
CHEMBL3601398,COc1cc2CC(=O)N([C@@H](c3ccc(Cl)cc3)c2cc1OC(C)C)c4ccc(cc4)N(C)C[C@@H]5CC[C@H](CC5)N6CCN(C)C(=O)C6,0,
CHEMBL3601402,COc1cc2CC(=O)N([C@@H](c3ccc(Cl)cc3)c2cc1OC(C)C)c4ccc(cn4)N(C)C[C@@H]5CC[C@H](CC5)N6CCN(C)C(=O)C6,0,
CHEMBL3601401,COc1cc2CC(=O)N([C@@H](c3ccc(Cl)cc3)c2cc1OC(C)C)c4ccc(nc4)N(C)C[C@@H]5CC[C@H](CC5)N6CCN(C)C(=O)C6,0,
CHEMBL3601397,COc1cc2CC(=O)N([C@@H](c3ccc(Cl)cc3)c2cc1OC(C)C)c4ccc(cc4)N(C)C[C@@H]5CC[C@H](CC5)N6CCNC(=O)C6,0,
CHEMBL3683171,COc1cc2CC(=O)N([C@@H](c3ccc(Cl)cc3)c2cc1OC(C)C)c4ccc(cc4OC)N(C)C[C@@H]5CC[C@H](CC5)N6CCNC(=O)C6,0,
CHEMBL3914742,COc1cc2CC(=O)N([C@@H](c3ccc(Cl)cc3)c2cc1OC(C)C)c4ccc(cn4)N(C)CC5CCC(CC5)N6CCNC(=O)C6,0,
CHEMBL3683160,COc1cc2CC(=O)N([C@@H](c3ccc(Cl)cc3)c2cc1OC(C)C)c4ccc(cc4)N(C)C[C@@H]5CC[C@H](CC5)N6CCOCC6,0,
CHEMBL3683158,COc1cc2CC(=O)N([C@@H](c3ccc(Cl)cc3)c2cc1OC(C)C)c4ccc(cc4)N(C)C[C@@H]5CC[C@H](CC5)NC(=O)c6cocn6,0.04,
CHEMBL3683179,COc1cc2CC(=O)N([C@@H](c3ccc(Cl)cc3)c2cc1OC(C)C)c4cnc(cn4)N(C)C[C@@H]5CC[C@H](CC5)N6CN(C)C(=O)C6,0.03,
CHEMBL3601403,COc1cc2CC(=O)N([C@@H](c3ccc(Cl)cc3)c2cc1OC(C)C)c4cnc(cn4)N(C)C[C@@H]5CC[C@H](CC5)N6CCN(C)C(=O)C6,0,
CHEMBL1224084,COc1cc2C(=O)C(=C(C(=O)c2cc1OC)C3=C(C(=O)c4cc(OC)c(OC)cc4C3=O)C5=C(O)C(=O)c6cc(OC)c(OC)cc6C5=O)O,0.98,
CHEMBL450147,COc1ccc(C[C@@H]2N(C)CCc3cc(OC)c(OC)cc23)cc1Oc4ccc(C[C@H]5N(C)CCc6cc(OC)c(OC)cc56)cc4,0.99,
CHEMBL507970,Cl.COc1ccc(C[C@@H]2N(C)CCc3cc(OC)c(OC)cc23)cc1Oc4ccc(C[C@H]5N(C)CCc6cc(OC)c(OC)cc56)cc4,0.99,
CHEMBL501861,COc1ccc(C[C@H]2N(C)CCc3cc(OC)c(OC)cc23)cc1Oc4ccc(C[C@H]5N(C)CCc6cc(OC)c(OC)cc56)cc4,0.99,
CHEMBL577316,COc1cc2CCN(Cc2cc1OC)C(=O)C34CC5CC(C3)CC(C5)(C4)c6ccc(OCC(=O)Nc7cccc8cccnc78)cc6,0.01,
CHEMBL348475,COc1cc2CCN(CCc3ccc(NC(=O)c4cc(OC)c(OC)cc4NC(=O)c5cnc6ccccc6c5)cc3)Cc2cc1OC,0.04,
CHEMBL1771537,[Br-].[Br-].COc1cc2CCN(Cc2cc1OC)c3cc[n+](Cc4ccc(cc4)c5ccc(C[n+]6ccc(cc6)N7CCc8cc(OC)c(OC)cc8C7)cc5)cc3,0.24,
CHEMBL1771532,[Br-].[Br-].COc1cc2CCN(Cc2cc1OC)c3cc[n+](Cc4ccc(C[n+]5ccc(cc5)N6CCc7cc(OC)c(OC)cc7C6)cc4)cc3,0.24,
CHEMBL1771535,[Br-].[Br-].COc1cc2CCN(Cc2cc1OC)c3cc[n+](Cc4cccc(c4)c5cccc(C[n+]6ccc(cc6)N7CCc8cc(OC)c(OC)cc8C7)c5)cc3,0.24,
CHEMBL1771368,[Br-].[Br-].COc1cc2CCN(Cc2cc1OC)c3cc[n+](Cc4cccc(C[n+]5ccc(cc5)N6CCc7cc(OC)c(OC)cc7C6)c4)cc3,0.24,
CHEMBL3622499,COc1cc2CCN(Cc2cc1OC)c3nc(NCCN4CCN(C)CC4)nc(NCc5ccc(cc5)C(=O)Nc6cccc(C)c6)n3,0.02,
CHEMBL3683182,COc1cc2CC(=O)N([C@@H](c3ccc(Cl)cc3)c2cc1OC4CCC4)c5ccc(nc5)N(C)C[C@@H]6CC[C@H](CC6)N7CN(C)C(=O)C7,0.02,
CHEMBL506299,Cl.COc1cc2CCN(C)[C@@H](Cc3ccc(OC)c(c3)c4cc(C=O)ccc4O)c2c(Oc5cc6C(=O)N(C)CCc6cc5OC)c1O,0.89,
CHEMBL1683153,COc1cc2ccccc2cc1C(=O)NC3(CCCC3)C(=O)N[C@H](CCCN4CCN(CC5CCOCC5)CC4)Cc6ccccc6,0.1,
CHEMBL3666720,COc1cc2nc(nc(Nc3ccc4[nH]ncc4c3)c2cc1OCCN5CCCC5)c6cccc(NC(=O)CN7CCOCC7)c6,0.04,
CHEMBL3582271,COc1cc2nc(nc(N)c2cc1OC)N3CCN(CC3)C(=S)Nc4ccc(C5=C6C=CC(=O)C=C6Oc7cc(O)ccc57)c(c4)C(=O)O,0.32,
CHEMBL4076088,COc1cc2nccc(NCCN3CCC(COc4ccc5c(NCCCc6ccccc6)ncnc5c4)CC3)c2cc1OC,0.02,
CHEMBL363462,COc1cc2ncnc(Nc3cc(NC(=O)c4ccnc(c4)N5CCOCC5)ccc3C)c2cc1OCCN(C(C)C)C(C)C,0.04,
CHEMBL4075561,COc1cc2ncnc(Oc3ccc(NC(=O)Nc4ccc(CN5CCOCC5)c(c4)C(F)(F)F)c6ccccc36)c2cc1OC,0.01,
CHEMBL3400187,COc1cc2OC(=CC(=O)c2c(OC)c1OC)c3ccc(OCC(=O)NCCCCCCNc4c5CCCCc5nc6cc(Cl)ccc46)cc3,0.08,
CHEMBL3403874,COc1cc2OC(=CC(=O)c2c(OC)c1OC)c3ccc(OCC(=O)NCCCCCNc4c5CCCCc5nc6cc(Cl)ccc46)cc3,0.08,
CHEMBL3403873,COc1cc2OC(=CC(=O)c2c(OC)c1OC)c3ccc(OCC(=O)NCCCCNc4c5CCCCc5nc6cc(Cl)ccc46)cc3,0.08,
CHEMBL3403872,COc1cc2OC(=CC(=O)c2c(OC)c1OC)c3ccc(OCC(=O)NCCCNc4c5CCCCc5nc6cc(Cl)ccc46)cc3,0.08,
CHEMBL3403878,COc1cc2OC(=CC(=O)c2c(OC)c1OC)c3cccc(OCC(=O)NCCCCCCNc4c5CCCCc5nc6cc(Cl)ccc46)c3,0.08,
CHEMBL3403877,COc1cc2OC(=CC(=O)c2c(OC)c1OC)c3cccc(OCC(=O)NCCCCCNc4c5CCCCc5nc6cc(Cl)ccc46)c3,0.08,
CHEMBL3403876,COc1cc2OC(=CC(=O)c2c(OC)c1OC)c3cccc(OCC(=O)NCCCCNc4c5CCCCc5nc6cc(Cl)ccc46)c3,0.08,
CHEMBL3403875,COc1cc2OC(=CC(=O)c2c(OC)c1OC)c3cccc(OCC(=O)NCCCNc4c5CCCCc5nc6cc(Cl)ccc46)c3,0.08,
CHEMBL2019042,Cl.COc1cc2OC(=CC(=O)c2cc1OC)C(=O)NCCCCCCCCCCNc3c4CCCCc4nc5cc(Cl)cc(Cl)c35,0.04,
CHEMBL108932,COc1ccc(cc1)c2[nH]nc3ccc(CN4[C@H](Cc5ccccc5)[C@H](O)[C@@H](O)[C@@H](Cc6ccccc6)N(Cc7cccc(N)c7)C4=O)cc23,0.22,
CHEMBL3657535,COc1ccc(cc1c2ncc(cc2[C@@H]3CC[C@H]4[C@H](OC(=O)N34)c5cc(cc(c5)C(F)(F)F)C(F)(F)F)C(F)(F)F)c6c(C)cc(cc6C)C(=O)O,0.13,
CHEMBL1086227,COc1ccc(cc1)c2cc(ccc2O[C@@H](Cc3ccccc3)C(=O)O)c4ccc(cc4)c5c(Cc6ccccc6)oc7ccccc57,0.91,
CHEMBL284471,COc1ccc(cc1)c2cc(cc(c2OCC(=O)O)c3ccc(OC)cc3)c4ccc(cc4)c5c(Cc6ccccc6)sc7ccccc57,0.38,
CHEMBL1082297,COc1ccc(cc1)c2cc(ccc2O[C@H](Cc3ccccc3)C(=O)O)c4ccc(cc4)c5c(Cc6ccccc6)sc7ccccc57,0.34,
CHEMBL2436706,COc1ccc(cc1)C2=CC(=O)c3ccc(OCCCN4CCN(CCCNc5c6CCCCc6nc7ccccc57)CC4)cc3O2,0.17,
CHEMBL3701408,COc1ccc(c(c1)C(=O)N2Cc3ccccc3C[C@H]2CN4CCOCC4)c5cc(C(=O)N(c6ccc(O)cc6)c7cc(C#N)n(C)c7C)c(C)n5C,0.02,
CHEMBL3701409,COc1ccc(c(c1)C(=O)N2Cc3ccccc3C[C@H]2CN4CCOCC4)c5cc(C(=O)N(c6ccc(O)cc6)c7cnn(C)c7)c(C)n5C,0,
CHEMBL3582358,COc1ccc(cn1)c2cc(CNc3ccc(cc3)S(=O)(=O)N(C)c4nnc(C)s4)cc(c2)C(=O)NCCc5ccccc5F,0,
CHEMBL3827058,COc1ccc(cc1)C2=Cc3cc(OCCCN(C)Cc4cccc(OC(=O)NCCCCCc5ccccc5)c4)ccc3OC2=O,0.18,
CHEMBL3827589,COc1ccc(cc1)C2=Cc3ccc(OCCCN(C)Cc4cccc(OC(=O)NCCCCCc5ccccc5)c4)cc3OC2=O,0.17,
CHEMBL3657526,COc1ccc(cc1c2c(C)cc(cc2[C@@H]3CC[C@H]4[C@H](OC(=O)N34)c5cc(cc(c5)C(F)(F)F)C(F)(F)F)C(F)(F)F)c6ccc(cc6C)C(=O)O,0.14,
CHEMBL3657500,COc1ccc(cc1c2ccc(F)cc2[C@@H]3CC[C@H]4[C@H](OC(=O)N34)c5cc(cc(c5)C(F)(F)F)C(F)(F)F)c6ccc(cc6C)C(=O)O,0.07,
CHEMBL3657512,COc1ccc(cc1c2ccc(nc2[C@@H]3C=C[C@H]4[C@H](OC(=O)N34)c5cc(cc(c5)C(F)(F)F)C(F)(F)F)N(C)C)c6ccc(cc6C)C(=O)O,0.14,
CHEMBL3657505,COc1ccc(cc1c2ccc(nc2[C@@H]3CC[C@H]4[C@H](OC(=O)N34)c5cc(cc(c5)C(F)(F)F)C(F)(F)F)N(C)C)c6ccc(cc6C)C(=O)O,0.15,
CHEMBL3657502,COc1ccc(cc1c2cnc(cc2[C@@H]3CC[C@H]4[C@H](OC(=O)N34)c5cc(cc(c5)C(F)(F)F)C(F)(F)F)N(C)C)c6ccc(cc6C)C(=O)O,0.18,
CHEMBL3657501,COc1ccc(cc1c2cnc(nc2[C@@H]3CC[C@H]4[C@H](OC(=O)N34)c5cc(cc(c5)C(F)(F)F)C(F)(F)F)N(C)C)c6ccc(cc6C)C(=O)O,0.13,
CHEMBL3657531,COc1ccc(cc1c2ncc(cc2[C@@H]3C=C[C@H]4[C@H](OC(=O)N34)c5cc(cc(c5)C(F)(F)F)C(F)(F)F)C(F)(F)F)c6ccc(cc6C)C(=O)O,0.13,
CHEMBL4079227,COc1ccc(cc1)c2ccc([C@@H](Oc3cc(nc(N)n3)N4CCC5(CC4)CN[C@@H](C5)C(=O)O)C(F)(F)F)c(c2)n6ccc(C)n6,0.16,
CHEMBL538954,COc1ccc(cn1)c2ccc(Cn3c(CC(C)(C)C(=O)O)c(c4cc(OCc5ccccn5)ccc34)S(=O)(=O)C(C)(C)C)cc2,0.2,
CHEMBL610473,COc1ccc(cn1)c2ccc(Cn3c(CC(C)(C)C(=O)O)c(SC(C)(C)C)c4cc(OC[C@@H]5Cc6ccccc6N5C(=O)C)ccc34)cc2,0.25,
CHEMBL610474,COc1ccc(nc1)c2ccc(Cn3c(CC(C)(C)C(=O)O)c(SC(C)(C)C)c4cc(OC[C@@H]5Cc6ccccc6N5C(=O)C)ccc34)cc2,0.25,
CHEMBL1922531,COc1ccc(cn1)c2ccc(Cn3c(CC(C)(C)C(=O)O)c(SC(C)(C)C)c4cc(OCc5cc(C)ccn5)ccc34)cc2,0.19,
CHEMBL1922651,COc1ccc(cn1)c2ccc(Cn3c(CC(C)(C)C(=O)O)c(SC(C)(C)C)c4cc(OCc5cc(C)n(C)n5)ccc34)cc2,0.05,
CHEMBL1922652,COc1ccc(cn1)c2ccc(Cn3c(CC(C)(C)C(=O)O)c(SC(C)(C)C)c4cc(OCc5cc(C)nn5C)ccc34)cc2,0.11,
CHEMBL1922529,COc1ccc(cn1)c2ccc(Cn3c(CC(C)(C)C(=O)O)c(SC(C)(C)C)c4cc(OCc5cc6ccccc6[nH]5)ccc34)cc2,0.28,
CHEMBL1922648,COc1ccc(cn1)c2ccc(Cn3c(CC(C)(C)C(=O)O)c(SC(C)(C)C)c4cc(OCc5ccc(cn5)C(=O)N)ccc34)cc2,0.29,
CHEMBL1922645,COc1ccc(cn1)c2ccc(Cn3c(CC(C)(C)C(=O)O)c(SC(C)(C)C)c4cc(OCc5ccc(C)c(C)n5)ccc34)cc2,0.19,
CHEMBL1922532,COc1ccc(cn1)c2ccc(Cn3c(CC(C)(C)C(=O)O)c(SC(C)(C)C)c4cc(OCc5ccc(C)cn5)ccc34)cc2,0.17,
CHEMBL1922646,COc1ccc(cn1)c2ccc(Cn3c(CC(C)(C)C(=O)O)c(SC(C)(C)C)c4cc(OCc5ccc(Cl)cn5)ccc34)cc2,0.09,
CHEMBL1922527,COc1ccc(cn1)c2ccc(Cn3c(CC(C)(C)C(=O)O)c(SC(C)(C)C)c4cc(OCc5ccc6cc(C)ccc6n5)ccc34)cc2,0.17,
CHEMBL1922525,COc1ccc(cn1)c2ccc(Cn3c(CC(C)(C)C(=O)O)c(SC(C)(C)C)c4cc(OCc5ccc6cc(F)ccc6n5)ccc34)cc2,0.08,
CHEMBL1922526,COc1ccc(cn1)c2ccc(Cn3c(CC(C)(C)C(=O)O)c(SC(C)(C)C)c4cc(OCc5ccc6ccc(F)cc6n5)ccc34)cc2,0.08,
CHEMBL1922523,COc1ccc(cn1)c2ccc(Cn3c(CC(C)(C)C(=O)O)c(SC(C)(C)C)c4cc(OCc5ccc6ccccc6n5)ccc34)cc2,0.17,
CHEMBL1922642,COc1ccc(cn1)c2ccc(Cn3c(CC(C)(C)C(=O)O)c(SC(C)(C)C)c4cc(OCc5cccc(C)n5)ccc34)cc2,0.19,
CHEMBL1922528,COc1ccc(cn1)c2ccc(Cn3c(CC(C)(C)C(=O)O)c(SC(C)(C)C)c4cc(OCc5cn6ccccc6n5)ccc34)cc2,0.19,
CHEMBL1922649,COc1ccc(cn1)c2ccc(Cn3c(CC(C)(C)C(=O)O)c(SC(C)(C)C)c4cc(OCc5cnc(C)cn5)ccc34)cc2,0.16,
CHEMBL1922524,COc1ccc(cn1)c2ccc(Cn3c(CC(C)(C)C(=O)O)c(SC(C)(C)C)c4cc(OCc5cnc6ccccc6n5)ccc34)cc2,0.16,
CHEMBL1922644,COc1ccc(cn1)c2ccc(Cn3c(CC(C)(C)C(=O)O)c(SC(C)(C)C)c4cc(OCc5ncc(C)cc5C)ccc34)cc2,0.29,
CHEMBL1922530,COc1ccc(cn1)c2ccc(Cn3c(CC(C)(C)C(=O)O)c(SC(C)(C)C)c4cc(OCc5ncccc5C)ccc34)cc2,0.29,
CHEMBL3678409,COc1ccc(cn1)c2ccc(Cn3c(CC4(CCCC4)C(=O)O)nc5cc(OCc6ccc7ccccc7n6)ccc35)cc2,0.13,
CHEMBL4098080,COc1ccc(cc1)c2ccc(Cn3cc(C(=O)N[C@@H](Cc4c[nH]c5ccccc45)C(=O)NS(=O)(=O)c6ccc(C)cc6)c7ccccc37)cc2,0.04,
CHEMBL4064581,COc1ccc(cc1)c2ccc(Cn3cc(C(=O)N[C@@H](Cc4ccccc4)C(=O)NS(=O)(=O)c5ccccc5)c6ccccc36)cc2,0.04,
CHEMBL3693494,COc1ccc(cc1CO)c2ccc3c(nc(nc3n2)N4CCC(CC4)N(C5CC5)S(=O)(=O)c6ccc(Cl)cc6)N7CCOC[C@@H]7C,0.07,
CHEMBL3678393,COc1ccc(cn1)c2cccc(Cn3c(CC4(CCCC4)C(=O)O)nc5cc(OCc6ccc7ccccc7n6)ccc35)c2,0.13,
CHEMBL3219102,COc1ccc(c(OC)c1)c2cccc(c2)S(=O)(=O)N[C@@H](Cc3cccc(c3)C(=N)N)C(=O)N4CCC(CC4)NC(=O)NC5CCCCC5,0.05,
CHEMBL2147288,COc1ccc(cc1)c2ccccc2C(=O)Nc3ccc4cc(ccc4n3)C(=O)N[C@H](C(=O)N(C)Cc5ccc(F)cc5)c6ccccc6,0.04,
CHEMBL3896355,COc1ccc(cc1)c2ccccc2N3CCN(CCCCCC(=O)NCc4ccc(OCCCN5CCOCC5)cc4)CC3,0,
CHEMBL214800,COc1ccc(cc1)c2cn(C3CCN(CC3)C(=O)N[C@@H]4N=C(c5ccccc5)c6ccccc6N(CC(F)(F)F)C4=O)c(O)n2,0.02,
CHEMBL3657504,COc1ccc(cc1c2ccc(F)cc2[C@@H]3CC[C@H]4[C@H](OC(=O)N34)c5cc(cc(c5)C(F)(F)F)C(F)(F)F)c6cnc(cc6C)C(=O)O,0.1,
CHEMBL2336429,COc1ccc(cc1)c2nc(c3ccccc3)c(c4ccccc4)n2CCCCCCCCNc5c6CCCCc6nc7ccccc57,0.02,
CHEMBL2335966,COc1ccc(cc1)c2nc(c3ccccc3)c(c4ccccc4)n2CCCCCCCNc5c6CCCCc6nc7ccccc57,0.02,
CHEMBL2335973,COc1ccc(cc1)c2nc(c3ccccc3)c(c4ccccc4)n2CCCCCCNc5c6CCCCc6nc7ccccc57,0.02,
CHEMBL3343925,COc1ccc(cc1)c2nc(cc3c4ccccc4[nH]c23)C(=O)NCCCCCCNc5c6CCCCc6nc7ccccc57,0.13,
CHEMBL269470,COc1ccc(cc1)c2nc(SCCCCCN(CCN3CCOCC3)C(=O)Nc4ccc(F)cc4F)[nH]c2c5ccc(OC)cc5,0.01,
CHEMBL269469,COc1ccc(cc1)c2nc(SCCCCCN(CCOCCO)C(=O)Nc3ccc(F)cc3F)[nH]c2c4ccc(OC)cc4,0.02,
CHEMBL48383,COc1ccc(cc1)c2nc(SCCCCCN(CCc3ccccn3)C(=O)Nc4ccc(F)cc4F)[nH]c2c5ccc(OC)cc5,0,
CHEMBL50171,COc1ccc(cc1)c2nc(SCCCCCN(Cc3ccccn3)C(=O)Nc4ccc(F)cc4F)[nH]c2c5ccc(OC)cc5,0,
CHEMBL49993,COc1ccc(cc1)c2nc(SCCCCCSc3nc(c4ccc(OC)cc4)c([nH]3)c5ccc(OC)cc5)[nH]c2c6ccc(OC)cc6,0.1,
CHEMBL445610,COc1ccc(cc1)c2nc(SCCOCCSc3nc(c4ccccc4)c([nH]3)c5ccccc5)[nH]c2c6ccc(OC)cc6,0.08,
CHEMBL3911340,COc1ccc(cc1C(=O)Nc2c(F)cccc2F)c3nc4cc(C)ccn4c3c5ccnc(Nc6cccc(OCCN(C)C)c6)n5,0.03,
CHEMBL3901819,COc1ccc(cc1C(=O)Nc2c(F)cccc2F)c3nc4ccccn4c3c5ccnc(Nc6cccc(CN7CCN(C)CC7)c6C)n5,0.01,
CHEMBL3918937,COc1ccc(cc1C(=O)Nc2c(F)cccc2F)c3nc4ccccn4c3c5ccnc(Nc6cccc(OCCN(C)C)c6)n5,0.03,
CHEMBL553204,COc1ccc(cc1)C2=C(O[C@@H]3O[C@@H](C)[C@H](O)[C@@H](O)[C@H]3O)C(=O)c4c(O)cc(O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)c(CC=C(C)C)c4O2,1,
CHEMBL3593688,COc1ccc(cc1)N2C(=C(N(C)C2=O)C(=O)Nc3ccc(Oc4ccnc5cc(OCCCN6CCN(C)CC6)c(OC)cc45)c(F)c3)C,0,
CHEMBL3946271,COc1ccc(cc1)N2N=C(N(C)C2=O)C(=O)Nc3ccc(Oc4ccnc5cc(OCCCN6CCCCC6)c(OC)cc45)c(F)c3,0,
CHEMBL3695585,COc1ccc(cc1)n2nc(cc2NC(=O)Nc3ccc(Oc4ccnc5NC(=O)N(C(C)C)c45)c6ccccc36)C(C)(C)C,0.03,
CHEMBL391787,COc1ccc(cc1)n2nc(N(C)C(=O)OC(C)(C)C)c3CCN(C(=O)c23)c4ccc(cc4)c5ccccc5CN6CC[C@@H](O)C6,0.03,
CHEMBL238301,COc1ccc(cc1)n2nc(NC(=O)OC(C)(C)C)c3CCN(C(=O)c23)c4ccc(cc4)c5ccccc5CN6CC[C@@H](O)C6,0.06,
CHEMBL187761,COc1ccc(cc1)N2N=C(Sc3ccc(Cl)cc3)C=C(CC[C@@H](C)NC(=O)[C@H]4CCNC[C@@H]4c5ccc(cc5)C(F)(F)F)C2=O,0,
CHEMBL361890,COc1ccc(cc1)N2N=C(Sc3ccc(Cl)cc3)C=C(CC[C@@H](C)NC(=O)[C@H]4CNCC[C@@H]4c5ccc(cc5)C(F)(F)F)C2=O,0,
CHEMBL188451,COc1ccc(cc1)N2N=C(Sc3ccc(Cl)cc3)C=C(CC[C@@H](C)NC(=O)[C@H]4CNCC[C@@H]4c5ccc6ccccc6c5)C2=O,0,
CHEMBL361881,COc1ccc(cc1)N2N=C(Sc3ccc(Cl)cc3)C=C(CC[C@@H](C)NC(=O)[C@H]4CNCC[C@@H]4c5cccc(c5)C(F)(F)F)C2=O,0,
CHEMBL364834,COc1ccc(cc1)N2N=C(Sc3ccc(Cl)cc3)C=C(CC[C@@H](C)NC(=O)[C@H]4CNCC[C@@H]4c5cccc6ccccc56)C2=O,0,
CHEMBL2023233,COc1ccc(cc1)n2ncc3C[C@]4(C)[C@H]5[C@@H](O)C[C@@]6(C)[C@@H](CC[C@]6(O)C(=O)CSc7nc8ccccc8s7)[C@@H]5CCC4=Cc23,0.43,
CHEMBL3343370,COc1ccc(cc1)n2nnc(C(=O)Nc3ccc(Oc4ccnc5cc(OCCCN6CCCC6)c(OC)cc45)c(F)c3)c2C(F)(F)F,0,
CHEMBL3343386,COc1ccc(cc1)n2nnc(C(=O)Nc3ccc(Oc4ccnc5cc(OCCCN6CCCCC6)c(OC)cc45)c(F)c3)c2C(F)(F)F,0,
CHEMBL3343400,COc1ccc(cc1)n2nnc(C(=O)Nc3ccc(Oc4ccnc5cc(OCCCN6CCN(C)CC6)c(OC)cc45)c(F)c3)c2C(F)(F)F,0,
CHEMBL3343378,COc1ccc(cc1)n2nnc(C(=O)Nc3ccc(Oc4ccnc5cc(OCCCN6CCOCC6)c(OC)cc45)c(F)c3)c2C(F)(F)F,0,
CHEMBL3640142,COc1ccc(cc1)C(=O)CN2C(=O)N(Cc3c(F)cc(cc3F)c4ccccc4C5=NC(=O)ON5)c6sc(cc6C2=O)C7CC7,0.02,
CHEMBL3640131,COc1ccc(cc1)C(=O)CN2C(=O)N(Cc3ccc(cc3F)c4ccccc4c5noc(O)n5)c6sc(cc6C2=O)C7CC7,0.02,
CHEMBL3701400,COc1ccc(C(=O)N2Cc3ccccc3C[C@H]2CN4CCOCC4)c(c1)c5cc(C(=O)N(c6ccc(O)c(F)c6)c7cnn(C)c7)c(C)n5C,0,
CHEMBL3701401,COc1ccc(C(=O)N2Cc3ccccc3C[C@H]2CN4CCOCC4)c(c1)c5cc(C(=O)N(c6ccc(O)cc6)c7cc(C#N)n(C)c7C)c(C)n5C,0.02,
CHEMBL3701308,COc1ccc(C(=O)N2Cc3ccccc3C[C@H]2CN4CCOCC4)c(c1)c5cc(C(=O)N(c6ccc(O)cc6)c7cnn(C)c7)c(C)n5C,0,
CHEMBL3704810,COc1ccc(C(=O)N2Cc3ccccc3C[C@H]2CN4CCOCC4)c(c1)c5cc(C(=O)N(c6ccccc6)c7ccc(O)cc7)c(C)n5C,0.02,
CHEMBL4086561,COc1ccc(cc1)C(=O)N[C@@H](Cc2c[nH]c3ccccc23)C(=O)NCCCCCC(=O)Nc4cc(ccc4N)c5ccccc5,0.24,
